rep_id,month_date,year,month,quarter,monthly_quota,monthly_revenue,quota_attainment_pct,calls_made,meetings_held,demos_completed,deals_closed,avg_deal_size,pipeline_value,pipeline_coverage_ratio,win_rate,avg_cycle_days,months_tenure
REP012,2024-10-01,2024,10,4,75000.0,34907.1,46.54,8,0,2,3,11635.7,146060.11,1.95,0.147,94,13
REP012,2024-11-01,2024,11,4,75000.0,48748.9,65.0,38,5,3,0,48748.9,128888.24,1.72,0.14,70,14
REP012,2024-12-01,2024,12,4,75000.0,19597.96,26.13,26,5,3,0,19597.96,152369.96,2.03,0.188,80,15
REP012,2025-01-01,2025,1,1,75000.0,29973.22,39.96,20,6,2,2,14986.61,178669.39,2.38,0.167,77,16
REP012,2025-02-01,2025,2,1,75000.0,19333.42,25.78,10,10,3,1,19333.42,112657.79,1.5,0.172,81,17
REP012,2025-03-01,2025,3,1,75000.0,29714.95,39.62,24,8,4,1,29714.95,153718.77,2.05,0.19,76,18
REP012,2025-04-01,2025,4,2,75000.0,27127.19,36.17,29,4,4,0,27127.19,160983.76,2.15,0.189,85,19
REP012,2025-05-01,2025,5,2,75000.0,19166.14,25.55,40,8,1,1,19166.14,174676.33,2.33,0.199,101,20
REP012,2025-06-01,2025,6,2,75000.0,39600.38,52.8,22,12,2,1,39600.38,142452.66,1.9,0.191,79,21
REP012,2025-07-01,2025,7,3,75000.0,30448.15,40.6,24,10,2,0,30448.15,153190.08,2.04,0.186,83,22
REP012,2025-08-01,2025,8,3,75000.0,34343.99,45.79,15,3,5,0,34343.99,169451.33,2.26,0.11,82,23
REP012,2025-09-01,2025,9,3,75000.0,28128.69,37.5,19,11,6,1,28128.69,115858.38,1.54,0.176,74,24
REP012,2025-10-01,2025,10,4,75000.0,52079.2,69.44,21,0,4,1,52079.2,157199.16,2.1,0.11,86,25
REP012,2025-11-01,2025,11,4,75000.0,48302.04,64.4,29,11,5,1,48302.04,122684.18,1.64,0.11,89,26
REP012,2025-12-01,2025,12,4,75000.0,25519.11,34.03,18,9,1,0,25519.11,123529.64,1.65,0.149,85,27
REP013,2024-12-01,2024,12,4,62500.0,21208.48,33.93,29,10,2,2,10604.24,177836.32,2.85,0.209,59,0
REP013,2025-01-01,2025,1,1,62500.0,21818.7,34.91,29,13,3,2,10909.35,159181.71,2.55,0.284,70,1
REP013,2025-02-01,2025,2,1,62500.0,28377.88,45.4,26,12,3,1,28377.88,195668.03,3.13,0.254,67,2
REP013,2025-03-01,2025,3,1,62500.0,29831.05,47.73,32,10,5,1,29831.05,189661.12,3.03,0.23,70,3
REP013,2025-04-01,2025,4,2,62500.0,44647.96,71.44,24,9,5,2,22323.98,200433.93,3.21,0.213,67,4
REP013,2025-05-01,2025,5,2,62500.0,53032.22,84.85,16,15,4,2,26516.11,190366.25,3.05,0.255,61,5
REP013,2025-06-01,2025,6,2,62500.0,60418.47,96.67,26,12,5,2,30209.23,174495.69,2.79,0.23,56,6
REP013,2025-07-01,2025,7,3,62500.0,63843.58,102.15,51,14,7,1,63843.58,201170.92,3.22,0.236,65,7
REP013,2025-08-01,2025,8,3,62500.0,63262.16,101.22,32,18,3,3,21087.39,173530.21,2.78,0.3,63,8
REP013,2025-09-01,2025,9,3,62500.0,56756.96,90.81,21,9,3,1,56756.96,145674.38,2.33,0.297,67,9
REP013,2025-10-01,2025,10,4,62500.0,78048.68,124.88,23,12,6,3,26016.23,194987.36,3.12,0.233,73,10
REP013,2025-11-01,2025,11,4,62500.0,77494.71,123.99,41,12,6,1,77494.71,148064.35,2.37,0.201,61,11
REP013,2025-12-01,2025,12,4,62500.0,76875.64,123.0,31,11,4,1,76875.64,186712.9,2.99,0.202,69,12
REP014,2024-01-01,2024,1,1,50000.0,23186.51,46.37,36,9,4,2,11593.26,75304.44,1.51,0.11,88,5
REP014,2024-02-01,2024,2,1,50000.0,24814.88,49.63,26,5,3,0,24814.88,110505.5,2.21,0.167,84,6
REP014,2024-03-01,2024,3,1,50000.0,26066.68,52.13,17,10,2,1,26066.68,88308.4,1.77,0.102,96,7
REP014,2024-04-01,2024,4,2,50000.0,35734.71,71.47,22,5,1,0,35734.71,110989.57,2.22,0.187,90,8
REP014,2024-05-01,2024,5,2,50000.0,34309.2,68.62,21,10,3,3,11436.4,98158.64,1.96,0.123,74,9
REP014,2024-06-01,2024,6,2,50000.0,35949.33,71.9,11,4,4,2,17974.67,88577.35,1.77,0.14,93,10
REP014,2024-07-01,2024,7,3,50000.0,30493.28,60.99,24,5,3,3,10164.43,119786.34,2.4,0.158,64,11
REP014,2024-08-01,2024,8,3,50000.0,43687.06,87.37,16,6,3,2,21843.53,103590.46,2.07,0.191,86,12
REP014,2024-09-01,2024,9,3,50000.0,43727.0,87.45,4,3,3,1,43727.0,80801.13,1.62,0.104,92,13
REP014,2024-10-01,2024,10,4,50000.0,48196.48,96.39,20,4,3,2,24098.24,84140.36,1.68,0.128,81,14
REP014,2024-11-01,2024,11,4,50000.0,35332.81,70.67,23,7,2,0,35332.81,106716.99,2.13,0.2,84,15
REP014,2024-12-01,2024,12,4,50000.0,39932.16,79.86,12,6,4,1,39932.16,113539.03,2.27,0.1,76,16
REP014,2025-01-01,2025,1,1,50000.0,34326.7,68.65,21,3,4,0,34326.7,93558.08,1.87,0.187,93,17
REP014,2025-02-01,2025,2,1,50000.0,33527.07,67.05,30,9,2,1,33527.07,123729.59,2.47,0.105,79,18
REP014,2025-03-01,2025,3,1,50000.0,32072.97,64.15,39,4,4,2,16036.49,114100.77,2.28,0.154,87,19
REP014,2025-04-01,2025,4,2,50000.0,31128.33,62.26,14,7,3,2,15564.17,88333.76,1.77,0.172,82,20
REP014,2025-05-01,2025,5,2,50000.0,40664.71,81.33,19,5,2,3,13554.9,88362.63,1.77,0.122,77,21
REP014,2025-06-01,2025,6,2,50000.0,33238.7,66.48,21,3,2,0,33238.7,92090.19,1.84,0.174,77,22
REP014,2025-07-01,2025,7,3,50000.0,32391.4,64.78,27,12,4,2,16195.7,102419.1,2.05,0.188,90,23
REP014,2025-08-01,2025,8,3,50000.0,41943.77,83.89,35,2,3,1,41943.77,119972.76,2.4,0.171,81,24
REP014,2025-09-01,2025,9,3,50000.0,43638.71,87.28,15,14,3,1,43638.71,104110.44,2.08,0.199,86,25
REP014,2025-10-01,2025,10,4,50000.0,44717.23,89.43,7,9,4,0,44717.23,111281.36,2.23,0.162,91,26
REP014,2025-11-01,2025,11,4,50000.0,49129.35,98.26,16,9,3,1,49129.35,83194.05,1.66,0.164,97,27
REP014,2025-12-01,2025,12,4,50000.0,42698.63,85.4,12,7,2,1,42698.63,99865.62,2.0,0.123,86,28
REP015,2024-01-01,2024,1,1,50000.0,23943.19,47.89,6,4,2,2,11971.59,122453.56,2.45,0.196,91,10
REP015,2024-02-01,2024,2,1,50000.0,33075.89,66.15,21,3,3,3,11025.3,118198.08,2.36,0.148,69,11
REP015,2024-03-01,2024,3,1,50000.0,34820.35,69.64,13,8,3,1,34820.35,94592.91,1.89,0.166,87,12
REP015,2024-04-01,2024,4,2,50000.0,34973.54,69.95,13,8,2,0,34973.54,97948.17,1.96,0.192,86,13
REP015,2024-05-01,2024,5,2,50000.0,30141.43,60.28,13,10,2,3,10047.14,122644.84,2.45,0.197,95,14
REP015,2024-06-01,2024,6,2,50000.0,39096.34,78.19,17,3,2,2,19548.17,123008.39,2.46,0.176,82,15
REP015,2024-07-01,2024,7,3,50000.0,42344.51,84.69,29,8,2,2,21172.26,102599.52,2.05,0.18,85,16
REP015,2024-08-01,2024,8,3,50000.0,41605.34,83.21,9,4,2,2,20802.67,75022.14,1.5,0.19,82,17
REP015,2024-09-01,2024,9,3,50000.0,31297.46,62.59,47,2,5,1,31297.46,79536.09,1.59,0.103,84,18
REP015,2024-10-01,2024,10,4,50000.0,37959.86,75.92,14,10,1,2,18979.93,120111.82,2.4,0.188,82,19
REP015,2024-11-01,2024,11,4,50000.0,50538.7,101.08,13,9,1,2,25269.35,96569.03,1.93,0.172,65,20
REP015,2024-12-01,2024,12,4,50000.0,38874.09,77.75,33,6,3,2,19437.05,117292.48,2.35,0.14,83,21
REP015,2025-01-01,2025,1,1,50000.0,33104.63,66.21,8,7,2,0,33104.63,104690.12,2.09,0.103,71,22
REP015,2025-02-01,2025,2,1,50000.0,27139.33,54.28,31,6,4,0,27139.33,116239.39,2.32,0.152,97,23
REP015,2025-03-01,2025,3,1,50000.0,29281.99,58.56,18,8,4,3,9760.66,104521.55,2.09,0.106,98,24
REP015,2025-04-01,2025,4,2,50000.0,30508.4,61.02,13,9,2,2,15254.2,107031.78,2.14,0.142,75,25
REP015,2025-05-01,2025,5,2,50000.0,38886.03,77.77,26,7,2,2,19443.02,88571.93,1.77,0.113,71,26
REP015,2025-06-01,2025,6,2,50000.0,38937.24,77.87,16,3,3,0,38937.24,112691.49,2.25,0.102,67,27
REP015,2025-07-01,2025,7,3,50000.0,33112.06,66.22,6,7,2,3,11037.35,93085.51,1.86,0.195,75,28
REP015,2025-08-01,2025,8,3,50000.0,37696.44,75.39,22,9,3,0,37696.44,84009.79,1.68,0.11,83,29
REP015,2025-09-01,2025,9,3,50000.0,41530.41,83.06,16,9,2,1,41530.41,108257.31,2.17,0.116,88,30
REP015,2025-10-01,2025,10,4,50000.0,45079.0,90.16,16,11,0,1,45079.0,100333.63,2.01,0.139,65,31
REP015,2025-11-01,2025,11,4,50000.0,49318.3,98.64,22,6,4,1,49318.3,79875.72,1.6,0.156,103,32
REP015,2025-12-01,2025,12,4,50000.0,42617.23,85.23,20,0,4,1,42617.23,80924.62,1.62,0.196,65,33
REP016,2024-01-01,2024,1,1,75000.0,65573.42,87.43,31,12,6,3,21857.81,196241.22,2.62,0.282,52,10
REP016,2024-02-01,2024,2,1,75000.0,59173.76,78.9,30,12,5,1,59173.76,186518.58,2.49,0.202,55,11
REP016,2024-03-01,2024,3,1,75000.0,60414.0,80.55,27,8,4,3,20138.0,238348.84,3.18,0.261,52,12
REP016,2024-04-01,2024,4,2,75000.0,65323.49,87.1,19,15,3,2,32661.75,231364.64,3.08,0.273,59,13
REP016,2024-05-01,2024,5,2,75000.0,65928.58,87.9,35,13,5,2,32964.29,241104.83,3.21,0.201,64,14
REP016,2024-06-01,2024,6,2,75000.0,65683.53,87.58,29,13,5,1,65683.53,216163.74,2.88,0.22,62,15
REP016,2024-07-01,2024,7,3,75000.0,77169.18,102.89,31,9,6,2,38584.59,219802.54,2.93,0.255,51,16
REP016,2024-08-01,2024,8,3,75000.0,78658.64,104.88,33,11,4,2,39329.32,179407.14,2.39,0.255,78,17
REP016,2024-09-01,2024,9,3,75000.0,79569.63,106.09,22,16,3,4,19892.41,222904.2,2.97,0.258,43,18
REP016,2024-10-01,2024,10,4,75000.0,76545.42,102.06,31,18,4,1,76545.42,176286.67,2.35,0.263,74,19
REP016,2024-11-01,2024,11,4,75000.0,85176.3,113.57,30,14,5,3,28392.1,227955.62,3.04,0.221,59,20
REP016,2024-12-01,2024,12,4,75000.0,93213.56,124.28,46,14,4,2,46606.78,210954.48,2.81,0.244,62,21
REP016,2025-01-01,2025,1,1,75000.0,70065.43,93.42,32,7,6,3,23355.14,187801.85,2.5,0.265,50,22
REP016,2025-02-01,2025,2,1,75000.0,57619.55,76.83,14,16,6,1,57619.55,238872.32,3.18,0.238,48,23
REP016,2025-03-01,2025,3,1,75000.0,62052.67,82.74,37,9,5,0,62052.67,191501.79,2.55,0.299,69,24
REP016,2025-04-01,2025,4,2,75000.0,71765.54,95.69,23,13,4,3,23921.85,241144.29,3.22,0.286,56,25
REP016,2025-05-01,2025,5,2,75000.0,64406.4,85.88,26,16,5,3,21468.8,235023.24,3.13,0.25,48,26
REP016,2025-06-01,2025,6,2,75000.0,78449.76,104.6,30,12,2,2,39224.88,187582.4,2.5,0.259,73,27
REP016,2025-07-01,2025,7,3,75000.0,74962.77,99.95,26,11,4,1,74962.77,225972.0,3.01,0.201,67,28
REP016,2025-08-01,2025,8,3,75000.0,69140.15,92.19,28,16,5,3,23046.72,205965.09,2.75,0.281,65,29
REP016,2025-09-01,2025,9,3,75000.0,67094.3,89.46,29,14,3,2,33547.15,228189.81,3.04,0.208,61,30
REP016,2025-10-01,2025,10,4,75000.0,81361.35,108.48,31,13,5,1,81361.35,192862.41,2.57,0.223,74,31
REP016,2025-11-01,2025,11,4,75000.0,83668.7,111.56,26,15,6,2,41834.35,238828.24,3.18,0.234,36,32
REP016,2025-12-01,2025,12,4,75000.0,76798.15,102.4,21,10,3,4,19199.54,201360.27,2.68,0.249,53,33
REP017,2024-05-01,2024,5,2,62500.0,12729.05,20.37,24,8,4,1,12729.05,112299.17,1.8,0.154,75,0
REP017,2024-06-01,2024,6,2,62500.0,19724.18,31.56,5,10,4,1,19724.18,113187.66,1.81,0.117,81,1
REP017,2024-07-01,2024,7,3,62500.0,21263.93,34.02,13,3,3,3,7087.98,155390.42,2.49,0.141,90,2
REP017,2024-08-01,2024,8,3,62500.0,31160.52,49.86,22,11,2,0,31160.52,127917.83,2.05,0.158,74,3
REP017,2024-09-01,2024,9,3,62500.0,27031.95,43.25,21,7,3,1,27031.95,121193.47,1.94,0.198,74,4
REP017,2024-10-01,2024,10,4,62500.0,49689.32,79.5,20,10,3,2,24844.66,135827.9,2.17,0.141,88,5
REP017,2024-11-01,2024,11,4,62500.0,61176.44,97.88,25,4,3,2,30588.22,137329.71,2.2,0.175,95,6
REP017,2024-12-01,2024,12,4,62500.0,45827.32,73.32,19,5,2,2,22913.66,145037.42,2.32,0.14,116,7
REP017,2025-01-01,2025,1,1,62500.0,36937.99,59.1,19,6,2,0,36937.99,96374.09,1.54,0.148,90,8
REP017,2025-02-01,2025,2,1,62500.0,42732.6,68.37,14,8,3,2,21366.3,155576.11,2.49,0.123,55,9
REP017,2025-03-01,2025,3,1,62500.0,44240.58,70.78,19,5,3,1,44240.58,131775.56,2.11,0.171,70,10
REP017,2025-04-01,2025,4,2,62500.0,35224.74,56.36,8,8,2,2,17612.37,146395.34,2.34,0.137,80,11
REP017,2025-05-01,2025,5,2,62500.0,46224.79,73.96,20,5,4,0,46224.79,126317.07,2.02,0.135,96,12
REP017,2025-06-01,2025,6,2,62500.0,34649.28,55.44,26,9,2,3,11549.76,115435.17,1.85,0.139,73,13
REP017,2025-07-01,2025,7,3,62500.0,39217.74,62.75,25,2,4,1,39217.74,147036.56,2.35,0.154,77,14
REP017,2025-08-01,2025,8,3,62500.0,44263.5,70.82,28,4,4,0,44263.5,131235.71,2.1,0.186,88,15
REP017,2025-09-01,2025,9,3,62500.0,53195.09,85.11,27,9,5,2,26597.55,102103.16,1.63,0.144,90,16
REP017,2025-10-01,2025,10,4,62500.0,50949.45,81.52,19,11,5,2,25474.73,107815.12,1.73,0.153,92,17
REP017,2025-11-01,2025,11,4,62500.0,59833.15,95.73,5,6,4,1,59833.15,97696.27,1.56,0.178,83,18
REP017,2025-12-01,2025,12,4,62500.0,63374.38,101.4,30,8,3,0,63374.38,107326.93,1.72,0.146,89,19
REP018,2024-01-01,2024,1,1,50000.0,26741.06,53.48,27,6,3,2,13370.53,117906.02,2.36,0.178,71,11
REP018,2024-02-01,2024,2,1,50000.0,29931.06,59.86,17,5,4,0,29931.06,112400.24,2.25,0.181,87,12
REP018,2024-03-01,2024,3,1,50000.0,32387.18,64.77,24,10,2,1,32387.18,103558.11,2.07,0.13,86,13
REP018,2024-04-01,2024,4,2,50000.0,40875.66,81.75,19,6,4,0,40875.66,81632.23,1.63,0.151,96,14
REP018,2024-05-01,2024,5,2,50000.0,27580.19,55.16,18,8,1,0,27580.19,78466.42,1.57,0.164,93,15
REP018,2024-06-01,2024,6,2,50000.0,29576.53,59.15,29,11,4,1,29576.53,93574.3,1.87,0.162,94,16
REP018,2024-07-01,2024,7,3,50000.0,38845.89,77.69,0,2,4,1,38845.89,98058.35,1.96,0.194,91,17
REP018,2024-08-01,2024,8,3,50000.0,41992.1,83.98,20,9,2,0,41992.1,107212.84,2.14,0.197,86,18
REP018,2024-09-01,2024,9,3,50000.0,29974.36,59.95,32,8,2,2,14987.18,85208.33,1.7,0.104,71,19
REP018,2024-10-01,2024,10,4,50000.0,50077.4,100.15,37,7,2,0,50077.4,109285.03,2.19,0.191,64,20
REP018,2024-11-01,2024,11,4,50000.0,44502.58,89.01,29,7,2,1,44502.58,112028.24,2.24,0.109,101,21
REP018,2024-12-01,2024,12,4,50000.0,34197.5,68.39,26,7,2,0,34197.5,109533.99,2.19,0.16,91,22
REP018,2025-01-01,2025,1,1,50000.0,29770.09,59.54,29,5,2,0,29770.09,109560.59,2.19,0.16,90,23
REP018,2025-02-01,2025,2,1,50000.0,33267.87,66.54,21,5,2,0,33267.87,108465.43,2.17,0.189,72,24
REP018,2025-03-01,2025,3,1,50000.0,27277.16,54.55,31,7,1,1,27277.16,98747.55,1.97,0.106,97,25
REP018,2025-04-01,2025,4,2,50000.0,42279.56,84.56,0,8,1,1,42279.56,92684.83,1.85,0.13,95,26
REP018,2025-05-01,2025,5,2,50000.0,42130.6,84.26,26,11,2,0,42130.6,114027.8,2.28,0.13,86,27
REP018,2025-06-01,2025,6,2,50000.0,34126.2,68.25,19,6,3,0,34126.2,93190.48,1.86,0.119,94,28
REP018,2025-07-01,2025,7,3,50000.0,34341.23,68.68,21,7,1,2,17170.62,77248.07,1.54,0.113,100,29
REP018,2025-08-01,2025,8,3,50000.0,43686.6,87.37,22,7,2,3,14562.2,102978.94,2.06,0.169,81,30
REP018,2025-09-01,2025,9,3,50000.0,39239.8,78.48,21,6,3,0,39239.8,95807.27,1.92,0.151,85,31
REP018,2025-10-01,2025,10,4,50000.0,46252.32,92.5,30,10,3,1,46252.32,121616.14,2.43,0.174,84,32
REP018,2025-11-01,2025,11,4,50000.0,38029.49,76.06,21,6,0,1,38029.49,120159.54,2.4,0.16,100,33
REP018,2025-12-01,2025,12,4,50000.0,39681.05,79.36,36,4,3,2,19840.53,103661.16,2.07,0.134,76,34
REP019,2024-12-01,2024,12,4,75000.0,22857.03,30.48,39,13,4,2,11428.51,159260.84,2.12,0.16,83,0
REP019,2025-01-01,2025,1,1,75000.0,16195.23,21.59,15,8,1,0,16195.23,130281.35,1.74,0.195,75,1
REP019,2025-02-01,2025,2,1,75000.0,27627.2,36.84,25,7,3,2,13813.6,112982.64,1.51,0.177,93,2
REP019,2025-03-01,2025,3,1,75000.0,31251.54,41.67,32,12,3,1,31251.54,165609.14,2.21,0.148,91,3
REP019,2025-04-01,2025,4,2,75000.0,41753.75,55.67,10,8,2,3,13917.92,170516.46,2.27,0.112,70,4
REP019,2025-05-01,2025,5,2,75000.0,51375.78,68.5,26,8,3,0,51375.78,147426.19,1.97,0.177,73,5
REP019,2025-06-01,2025,6,2,75000.0,61836.73,82.45,27,11,4,2,30918.37,128308.61,1.71,0.156,87,6
REP019,2025-07-01,2025,7,3,75000.0,65221.27,86.96,21,2,1,1,65221.27,119066.15,1.59,0.128,100,7
REP019,2025-08-01,2025,8,3,75000.0,53201.51,70.94,12,3,4,3,17733.84,161503.76,2.15,0.119,93,8
REP019,2025-09-01,2025,9,3,75000.0,57478.7,76.64,8,0,3,1,57478.7,146671.44,1.96,0.168,91,9
REP019,2025-10-01,2025,10,4,75000.0,64161.58,85.55,13,1,2,2,32080.79,123169.14,1.64,0.131,85,10
REP019,2025-11-01,2025,11,4,75000.0,76090.84,101.45,21,6,3,1,76090.84,130499.2,1.74,0.171,80,11
REP019,2025-12-01,2025,12,4,75000.0,56869.65,75.83,14,1,3,2,28434.82,132978.05,1.77,0.118,78,12
REP020,2024-01-01,2024,1,1,62500.0,44224.43,70.76,17,6,4,1,44224.43,138570.04,2.22,0.186,90,12
REP020,2024-02-01,2024,2,1,62500.0,34904.75,55.85,13,10,2,1,34904.75,121253.63,1.94,0.173,86,13
REP020,2024-03-01,2024,3,1,62500.0,42974.97,68.76,24,5,3,0,42974.97,136384.57,2.18,0.195,84,14
REP020,2024-04-01,2024,4,2,62500.0,36945.43,59.11,26,11,1,2,18472.71,115945.73,1.86,0.105,75,15
REP020,2024-05-01,2024,5,2,62500.0,50744.11,81.19,21,12,3,2,25372.06,152666.2,2.44,0.108,64,16
REP020,2024-06-01,2024,6,2,62500.0,39136.33,62.62,18,7,2,0,39136.33,99510.5,1.59,0.159,88,17
REP020,2024-07-01,2024,7,3,62500.0,51518.91,82.43,18,9,4,1,51518.91,148319.3,2.37,0.179,89,18
REP020,2024-08-01,2024,8,3,62500.0,50823.17,81.32,7,8,4,1,50823.17,95736.16,1.53,0.178,79,19
REP020,2024-09-01,2024,9,3,62500.0,38371.62,61.39,16,7,2,0,38371.62,136797.66,2.19,0.19,87,20
REP020,2024-10-01,2024,10,4,62500.0,58016.54,92.83,16,8,3,0,58016.54,103502.24,1.66,0.183,91,21
REP020,2024-11-01,2024,11,4,62500.0,53977.98,86.36,18,6,2,2,26988.99,142594.1,2.28,0.128,89,22
REP020,2024-12-01,2024,12,4,62500.0,45845.55,73.35,18,4,3,1,45845.55,113237.63,1.81,0.125,96,23
REP020,2025-01-01,2025,1,1,62500.0,34511.75,55.22,32,4,2,3,11503.92,96502.52,1.54,0.169,85,24
REP020,2025-02-01,2025,2,1,62500.0,39550.01,63.28,25,3,2,0,39550.01,149953.77,2.4,0.196,100,25
REP020,2025-03-01,2025,3,1,62500.0,37692.1,60.31,17,1,3,0,37692.1,128520.5,2.06,0.103,75,26
REP020,2025-04-01,2025,4,2,62500.0,51385.92,82.22,16,5,4,1,51385.92,99733.07,1.6,0.132,93,27
REP020,2025-05-01,2025,5,2,62500.0,35316.52,56.51,16,0,2,0,35316.52,99460.88,1.59,0.131,75,28
REP020,2025-06-01,2025,6,2,62500.0,35182.23,56.29,16,11,3,1,35182.23,134878.44,2.16,0.101,87,29
REP020,2025-07-01,2025,7,3,62500.0,45946.9,73.52,17,2,2,0,45946.9,150098.94,2.4,0.122,88,30
REP020,2025-08-01,2025,8,3,62500.0,53504.49,85.61,30,7,4,2,26752.25,114021.61,1.82,0.123,89,31
REP020,2025-09-01,2025,9,3,62500.0,52245.9,83.59,17,3,2,2,26122.95,122150.2,1.95,0.178,70,32
REP020,2025-10-01,2025,10,4,62500.0,63696.51,101.91,18,2,1,0,63696.51,106130.97,1.7,0.107,83,33
REP020,2025-11-01,2025,11,4,62500.0,52430.15,83.89,27,7,1,2,26215.07,139014.53,2.22,0.169,82,34
REP020,2025-12-01,2025,12,4,62500.0,48912.26,78.26,16,4,2,1,48912.26,145634.44,2.33,0.195,74,35
REP021,2024-01-01,2024,1,1,50000.0,39098.86,78.2,22,11,4,2,19549.43,162337.8,3.25,0.278,66,12
REP021,2024-02-01,2024,2,1,50000.0,39458.13,78.92,36,8,5,0,39458.13,115312.87,2.31,0.206,84,13
REP021,2024-03-01,2024,3,1,50000.0,44109.19,88.22,40,12,3,1,44109.19,126089.1,2.52,0.232,56,14
REP021,2024-04-01,2024,4,2,50000.0,45742.36,91.48,18,14,4,1,45742.36,148139.81,2.96,0.287,68,15
REP021,2024-05-01,2024,5,2,50000.0,48554.89,97.11,37,13,6,1,48554.89,129819.6,2.6,0.291,53,16
REP021,2024-06-01,2024,6,2,50000.0,49342.69,98.69,23,15,4,2,24671.34,123564.75,2.47,0.283,42,17
REP021,2024-07-01,2024,7,3,50000.0,55162.42,110.32,37,8,3,1,55162.42,120556.86,2.41,0.265,56,18
REP021,2024-08-01,2024,8,3,50000.0,56110.92,112.22,26,13,4,2,28055.46,117264.73,2.35,0.266,51,19
REP021,2024-09-01,2024,9,3,50000.0,45083.58,90.17,30,12,2,3,15027.86,140354.12,2.81,0.264,52,20
REP021,2024-10-01,2024,10,4,50000.0,65777.62,131.56,27,16,7,1,65777.62,148268.26,2.97,0.25,58,21
REP021,2024-11-01,2024,11,4,50000.0,57444.34,114.89,30,10,4,2,28722.17,141180.03,2.82,0.225,51,22
REP021,2024-12-01,2024,12,4,50000.0,58064.25,116.13,18,11,6,3,19354.75,154573.18,3.09,0.26,52,23
REP021,2025-01-01,2025,1,1,50000.0,39183.21,78.37,30,14,4,3,13061.07,147611.77,2.95,0.225,47,24
REP021,2025-02-01,2025,2,1,50000.0,43035.77,86.07,27,11,4,2,21517.88,164845.46,3.3,0.218,44,25
REP021,2025-03-01,2025,3,1,50000.0,37467.86,74.94,43,12,4,2,18733.93,139135.67,2.78,0.278,63,26
REP021,2025-04-01,2025,4,2,50000.0,50910.59,101.82,29,17,6,3,16970.2,134894.21,2.7,0.281,48,27
REP021,2025-05-01,2025,5,2,50000.0,42808.55,85.62,32,14,2,2,21404.28,122534.37,2.45,0.285,63,28
REP021,2025-06-01,2025,6,2,50000.0,54893.17,109.79,37,14,5,2,27446.58,145724.29,2.91,0.258,68,29
REP021,2025-07-01,2025,7,3,50000.0,45696.88,91.39,23,11,5,2,22848.44,117123.5,2.34,0.268,49,30
REP021,2025-08-01,2025,8,3,50000.0,56473.01,112.95,31,11,4,3,18824.34,139948.56,2.8,0.232,62,31
REP021,2025-09-01,2025,9,3,50000.0,48408.3,96.82,36,13,4,1,48408.3,119604.94,2.39,0.282,61,32
REP021,2025-10-01,2025,10,4,50000.0,64416.07,128.83,40,12,6,1,64416.07,164441.78,3.29,0.223,55,33
REP021,2025-11-01,2025,11,4,50000.0,53070.23,106.14,10,11,5,2,26535.12,131001.37,2.62,0.248,69,34
REP021,2025-12-01,2025,12,4,50000.0,55774.56,111.55,39,11,6,3,18591.52,133233.53,2.66,0.274,52,35
REP022,2024-01-01,2024,1,1,62500.0,19374.61,31.0,22,9,2,1,19374.61,135856.36,2.17,0.177,83,5
REP022,2024-02-01,2024,2,1,62500.0,17160.01,27.46,31,6,2,0,17160.01,128190.68,2.05,0.152,75,6
REP022,2024-03-01,2024,3,1,62500.0,16529.21,26.45,11,9,4,0,16529.21,96755.77,1.55,0.13,84,7
REP022,2024-04-01,2024,4,2,62500.0,35813.61,57.3,5,7,4,0,35813.61,134559.35,2.15,0.115,85,8
REP022,2024-05-01,2024,5,2,62500.0,15892.21,25.43,23,10,3,1,15892.21,126857.12,2.03,0.173,83,9
REP022,2024-06-01,2024,6,2,62500.0,35602.69,56.96,25,7,1,2,17801.35,116876.53,1.87,0.155,78,10
REP022,2024-07-01,2024,7,3,62500.0,28342.94,45.35,28,10,2,0,28342.94,104128.28,1.67,0.106,84,11
REP022,2024-08-01,2024,8,3,62500.0,26231.7,41.97,22,6,2,3,8743.9,118559.25,1.9,0.146,100,12
REP022,2024-09-01,2024,9,3,62500.0,16678.08,26.68,15,5,2,1,16678.08,100700.55,1.61,0.187,67,13
REP022,2024-10-01,2024,10,4,62500.0,23920.85,38.27,23,4,3,1,23920.85,137387.4,2.2,0.121,83,14
REP022,2024-11-01,2024,11,4,62500.0,17957.83,28.73,16,6,2,1,17957.83,136149.49,2.18,0.159,66,15
REP022,2024-12-01,2024,12,4,62500.0,19450.81,31.12,28,7,4,0,19450.81,126478.96,2.02,0.132,87,16
REP022,2025-01-01,2025,1,1,62500.0,14891.38,23.83,0,10,2,1,14891.38,112935.77,1.81,0.12,91,17
REP022,2025-02-01,2025,2,1,62500.0,25042.94,40.07,12,2,4,1,25042.94,123094.92,1.97,0.142,90,18
REP022,2025-03-01,2025,3,1,62500.0,17889.25,28.62,30,8,1,2,8944.63,95256.89,1.52,0.112,68,19
REP022,2025-04-01,2025,4,2,62500.0,15677.41,25.08,18,2,3,1,15677.41,145960.78,2.34,0.12,71,20
REP022,2025-05-01,2025,5,2,62500.0,19111.8,30.58,17,4,3,0,19111.8,94660.45,1.51,0.125,69,21
REP022,2025-06-01,2025,6,2,62500.0,34157.31,54.65,17,3,2,1,34157.31,95063.82,1.52,0.182,89,22
