deal_id,rep_id,deal_date,customer_segment,territory,deal_size_usd,discount_pct,final_deal_value,cycle_days,deal_status,loss_reason
DEAL00301,REP009,2024-01-04,SMB,North America,20660,10,18594.0,25,Won,
DEAL00302,REP009,2025-05-17,SMB,North America,16709,10,15038.1,38,Won,
DEAL00303,REP009,2025-12-20,SMB,North America,20748,10,18673.2,28,Won,
DEAL00304,REP009,2025-04-20,SMB,North America,12319,20,9855.2,23,Lost,Timing
DEAL00305,REP009,2025-01-01,SMB,North America,24798,0,24798.0,30,Won,
DEAL00306,REP009,2024-08-07,SMB,North America,19341,5,18373.95,9,Lost,No Decision
DEAL00307,REP009,2025-09-10,SMB,North America,18697,10,16827.3,45,Lost,Price
DEAL00308,REP009,2024-06-13,SMB,North America,8280,0,8280.0,31,Lost,Price
DEAL00309,REP009,2025-09-05,SMB,North America,20936,0,20936.0,38,Lost,Price
DEAL00310,REP009,2025-06-05,SMB,North America,16859,0,16859.0,25,Lost,Competitor
DEAL00311,REP009,2025-05-04,SMB,North America,24059,5,22856.05,25,Lost,Budget Cut
DEAL00312,REP009,2024-07-22,SMB,North America,22996,5,21846.2,37,Lost,Price
DEAL00313,REP009,2024-02-27,SMB,North America,16041,5,15238.95,27,Lost,Competitor
DEAL00314,REP009,2025-08-12,SMB,North America,21712,10,19540.8,40,Lost,Price
DEAL00315,REP009,2024-06-12,SMB,North America,20314,5,19298.3,26,Won,
DEAL00316,REP009,2025-01-23,SMB,North America,6214,0,6214.0,10,Won,
DEAL00317,REP009,2025-06-14,SMB,North America,20977,15,17830.45,42,Won,
DEAL00318,REP009,2025-04-12,SMB,North America,11569,10,10412.1,41,Lost,Poor Fit
DEAL00319,REP009,2024-07-30,SMB,North America,5590,5,5310.5,33,Won,
DEAL00320,REP009,2025-04-18,SMB,North America,22131,5,21024.45,47,Lost,Missing Feature
DEAL00321,REP009,2024-09-27,SMB,North America,8770,5,8331.5,28,Won,
DEAL00322,REP009,2024-07-27,SMB,North America,19481,0,19481.0,25,Won,
DEAL00323,REP009,2025-04-08,SMB,North America,6620,5,6289.0,25,Lost,Price
DEAL00324,REP009,2025-02-11,SMB,North America,7837,0,7837.0,34,Lost,No Decision
DEAL00325,REP009,2024-08-24,SMB,North America,10487,15,8913.95,30,Won,
DEAL00326,REP009,2024-03-01,SMB,North America,17262,15,14672.7,38,Won,
DEAL00327,REP009,2025-07-17,SMB,North America,12730,0,12730.0,38,Won,
DEAL00328,REP009,2025-01-09,SMB,North America,20131,30,14091.7,39,Won,
DEAL00329,REP009,2024-12-22,SMB,North America,18136,5,17229.2,22,Lost,Missing Feature
DEAL00330,REP009,2024-04-24,SMB,North America,6454,10,5808.6,35,Won,
DEAL00331,REP009,2024-06-11,SMB,North America,20775,20,16620.0,19,Lost,Competitor
DEAL00332,REP009,2025-03-28,SMB,North America,18890,5,17945.5,39,Lost,Price
DEAL00333,REP009,2024-10-06,SMB,North America,6954,5,6606.3,24,Won,
DEAL00334,REP010,2024-12-18,SMB,APAC,11196,0,11196.0,32,Won,
DEAL00335,REP010,2024-04-26,SMB,APAC,16785,5,15945.75,28,Lost,Competitor
DEAL00336,REP010,2025-05-21,SMB,APAC,22443,10,20198.7,32,Won,
DEAL00337,REP010,2024-02-13,SMB,APAC,7473,5,7099.35,38,Won,
DEAL00338,REP010,2024-11-28,SMB,APAC,5594,5,5314.3,36,Lost,Competitor
DEAL00339,REP010,2025-11-17,SMB,APAC,8201,10,7380.9,11,Lost,No Decision
DEAL00340,REP010,2025-05-19,SMB,APAC,6667,25,5000.25,27,Lost,Price
DEAL00341,REP010,2024-08-11,SMB,APAC,16217,25,12162.75,39,Won,
DEAL00342,REP010,2024-07-13,SMB,APAC,19349,15,16446.65,26,Won,
DEAL00343,REP010,2025-02-13,SMB,APAC,15964,15,13569.4,31,Lost,Price
DEAL00344,REP010,2025-01-25,SMB,APAC,11560,10,10404.0,45,Won,
DEAL00345,REP010,2024-03-26,SMB,APAC,17429,0,17429.0,29,Lost,Missing Feature
DEAL00346,REP010,2025-10-10,SMB,APAC,10717,0,10717.0,40,Lost,Competitor
DEAL00347,REP010,2024-01-06,SMB,APAC,18156,10,16340.4,23,Won,
DEAL00348,REP010,2024-10-11,SMB,APAC,8597,0,8597.0,25,Lost,Timing
DEAL00349,REP010,2025-08-22,SMB,APAC,23171,0,23171.0,28,Lost,No Decision
DEAL00350,REP010,2025-03-23,SMB,APAC,22131,10,19917.9,20,Lost,Timing
DEAL00351,REP010,2025-11-13,SMB,APAC,19550,0,19550.0,39,Won,
DEAL00352,REP010,2024-07-22,SMB,APAC,16587,0,16587.0,17,Lost,Poor Fit
DEAL00353,REP010,2024-06-30,SMB,APAC,9927,15,8437.95,17,Lost,Poor Fit
DEAL00354,REP010,2024-07-22,SMB,APAC,15085,0,15085.0,41,Won,
DEAL00355,REP010,2024-01-09,SMB,APAC,8343,15,7091.55,35,Lost,Missing Feature
DEAL00356,REP010,2025-08-06,SMB,APAC,21738,0,21738.0,18,Lost,Competitor
DEAL00357,REP010,2024-05-26,SMB,APAC,7679,20,6143.2,21,Lost,No Decision
DEAL00358,REP010,2024-04-18,SMB,APAC,5825,0,5825.0,28,Won,
DEAL00359,REP010,2025-01-07,SMB,APAC,20779,0,20779.0,26,Won,
DEAL00360,REP010,2025-06-27,SMB,APAC,24935,5,23688.25,30,Won,
DEAL00361,REP010,2024-01-01,SMB,APAC,11459,15,9740.15,26,Lost,Competitor
DEAL00362,REP010,2025-10-05,SMB,APAC,17439,5,16567.05,25,Lost,Competitor
DEAL00363,REP010,2025-10-08,SMB,APAC,20330,15,17280.5,20,Lost,Budget Cut
DEAL00364,REP010,2025-06-22,SMB,APAC,19047,20,15237.6,30,Won,
DEAL00365,REP010,2025-12-16,SMB,APAC,10190,10,9171.0,13,Won,
DEAL00366,REP010,2024-09-02,SMB,APAC,21732,5,20645.4,30,Won,
DEAL00367,REP010,2025-06-13,SMB,APAC,16698,10,15028.2,37,Lost,Competitor
DEAL00368,REP010,2025-09-03,SMB,APAC,14493,20,11594.4,21,Won,
DEAL00369,REP010,2024-03-26,SMB,APAC,22910,10,20619.0,40,Won,
DEAL00370,REP010,2025-01-07,SMB,APAC,23747,10,21372.3,26,Lost,Competitor
DEAL00371,REP010,2024-03-11,SMB,APAC,24441,25,18330.75,36,Lost,No Decision
DEAL00372,REP010,2025-03-31,SMB,APAC,24585,0,24585.0,34,Won,
DEAL00373,REP010,2024-08-31,SMB,APAC,6528,0,6528.0,17,Lost,Timing
DEAL00374,REP010,2024-10-22,SMB,APAC,9492,10,8542.8,40,Lost,Price
DEAL00375,REP010,2025-12-06,SMB,APAC,17575,15,14938.75,7,Won,
DEAL00376,REP011,2024-04-11,Mid-Market,North America,96713,25,72534.75,57,Won,
DEAL00377,REP011,2025-11-21,Mid-Market,North America,41167,0,41167.0,50,Lost,Missing Feature
DEAL00378,REP011,2025-01-30,Mid-Market,North America,54756,15,46542.6,69,Won,
DEAL00379,REP011,2025-04-10,Mid-Market,North America,43715,15,37157.75,77,Lost,Price
DEAL00380,REP011,2025-05-23,Mid-Market,North America,27124,5,25767.8,80,Won,
DEAL00381,REP011,2025-08-10,Mid-Market,North America,89818,0,89818.0,79,Lost,Missing Feature
DEAL00382,REP011,2024-02-25,Mid-Market,North America,36231,0,36231.0,53,Won,
DEAL00383,REP011,2024-09-05,Mid-Market,North America,80965,5,76916.75,73,Won,
DEAL00384,REP011,2024-04-22,Mid-Market,North America,55924,5,53127.8,55,Lost,Poor Fit
DEAL00385,REP011,2024-12-19,Mid-Market,North America,73795,0,73795.0,56,Lost,Timing
DEAL00386,REP011,2025-04-15,Mid-Market,North America,80038,5,76036.1,54,Won,
DEAL00387,REP011,2024-03-20,Mid-Market,North America,39892,5,37897.4,41,Lost,Timing
DEAL00388,REP011,2025-01-20,Mid-Market,North America,41417,5,39346.15,44,Lost,Missing Feature
DEAL00389,REP011,2025-08-26,Mid-Market,North America,87233,15,74148.05,80,Won,
DEAL00390,REP011,2025-05-07,Mid-Market,North America,82042,20,65633.6,43,Lost,Timing
DEAL00391,REP011,2025-02-25,Mid-Market,North America,33983,0,33983.0,71,Won,
DEAL00392,REP011,2024-03-15,Mid-Market,North America,27673,25,20754.75,87,Lost,Timing
DEAL00393,REP011,2025-11-07,Mid-Market,North America,28688,10,25819.2,32,Lost,No Decision
DEAL00394,REP011,2024-12-13,Mid-Market,North America,34638,25,25978.5,31,Won,
DEAL00395,REP011,2025-11-05,Mid-Market,North America,43095,5,40940.25,56,Won,
DEAL00396,REP011,2025-01-01,Mid-Market,North America,70097,20,56077.6,83,Lost,Price
DEAL00397,REP011,2025-04-29,Mid-Market,North America,99647,0,99647.0,79,Won,
DEAL00398,REP011,2024-01-14,Mid-Market,North America,93591,5,88911.45,75,Lost,Missing Feature
DEAL00399,REP011,2024-03-23,Mid-Market,North America,41997,20,33597.6,66,Lost,Timing
DEAL00400,REP011,2024-09-23,Mid-Market,North America,89442,10,80497.8,70,Lost,Competitor
DEAL00401,REP011,2024-01-21,Mid-Market,North America,25244,0,25244.0,57,Lost,Poor Fit
DEAL00402,REP011,2024-12-26,Mid-Market,North America,54583,10,49124.7,60,Won,
DEAL00403,REP011,2025-02-09,Mid-Market,North America,53670,10,48303.0,68,Won,
DEAL00404,REP011,2024-08-07,Mid-Market,North America,41352,5,39284.4,60,Won,
DEAL00405,REP011,2024-10-12,Mid-Market,North America,39035,5,37083.25,76,Lost,No Decision
DEAL00406,REP011,2025-02-22,Mid-Market,North America,98927,10,89034.3,33,Won,
DEAL00407,REP011,2024-03-17,Mid-Market,North America,75808,5,72017.6,72,Lost,Missing Feature
DEAL00408,REP011,2024-11-05,Mid-Market,North America,87077,0,87077.0,15,Lost,Competitor
DEAL00409,REP011,2024-11-01,Mid-Market,North America,45662,10,41095.8,67,Won,
DEAL00410,REP011,2025-05-17,Mid-Market,North America,52201,10,46980.9,43,Lost,Timing
DEAL00411,REP011,2024-05-11,Mid-Market,North America,68021,0,68021.0,55,Lost,Competitor
DEAL00412,REP011,2024-09-14,Mid-Market,North America,65160,10,58644.0,34,Lost,No Decision
DEAL00413,REP011,2024-04-04,Mid-Market,North America,86710,5,82374.5,87,Won,
DEAL00414,REP011,2025-04-09,Mid-Market,North America,33050,5,31397.5,74,Lost,Competitor
DEAL00415,REP011,2024-06-28,Mid-Market,North America,32450,0,32450.0,88,Won,
DEAL00416,REP011,2024-11-23,Mid-Market,North America,40457,10,36411.3,71,Lost,Competitor
DEAL00417,REP012,2025-11-05,Enterprise,APAC,363272,0,363272.0,117,Lost,Price
DEAL00418,REP012,2024-08-28,Enterprise,APAC,371142,10,334027.8,188,Won,
DEAL00419,REP012,2025-04-20,Enterprise,APAC,142407,10,128166.3,136,Won,
DEAL00420,REP012,2025-06-08,Enterprise,APAC,496670,15,422169.5,109,Won,
DEAL00421,REP012,2024-08-17,Enterprise,APAC,356055,5,338252.25,113,Lost,Competitor
DEAL00422,REP012,2025-04-28,Enterprise,APAC,163528,15,138998.8,115,Lost,Poor Fit
DEAL00423,REP012,2025-03-15,Enterprise,APAC,360141,20,288112.8,80,Won,
DEAL00424,REP012,2025-08-12,Enterprise,APAC,138059,20,110447.2,83,Lost,Missing Feature
DEAL00425,REP012,2024-10-03,Enterprise,APAC,188771,15,160455.35,115,Lost,Price
DEAL00426,REP012,2025-06-30,Enterprise,APAC,370804,10,333723.6,117,Lost,Timing
DEAL00427,REP012,2025-04-10,Enterprise,APAC,194182,5,184472.9,54,Lost,Competitor
DEAL00428,REP012,2025-03-25,Enterprise,APAC,282296,0,282296.0,85,Won,
DEAL00429,REP012,2024-07-16,Enterprise,APAC,248940,5,236493.0,188,Lost,Missing Feature
DEAL00430,REP012,2025-11-10,Enterprise,APAC,445893,5,423598.35,135,Lost,Competitor
DEAL00431,REP012,2024-05-14,Enterprise,APAC,431536,0,431536.0,118,Lost,Competitor
DEAL00432,REP012,2025-01-02,Enterprise,APAC,278068,0,278068.0,111,Lost,Poor Fit
DEAL00433,REP013,2025-06-18,Mid-Market,North America,89666,5,85182.7,36,Won,
DEAL00434,REP013,2025-03-28,Mid-Market,North America,49687,10,44718.3,61,Lost,Timing
DEAL00435,REP013,2024-09-09,Mid-Market,North America,89471,10,80523.9,45,Lost,Budget Cut
DEAL00436,REP013,2024-03-02,Mid-Market,North America,79348,5,75380.6,53,Lost,Poor Fit
DEAL00437,REP013,2025-06-24,Mid-Market,North America,68168,25,51126.0,80,Won,
DEAL00438,REP013,2024-01-02,Mid-Market,North America,85167,0,85167.0,76,Lost,Timing
DEAL00439,REP013,2024-10-02,Mid-Market,North America,40467,15,34396.95,58,Lost,Competitor
DEAL00440,REP013,2024-03-23,Mid-Market,North America,84819,5,80578.05,80,Won,
DEAL00441,REP013,2025-01-25,Mid-Market,North America,87744,0,87744.0,24,Lost,Price
DEAL00442,REP013,2024-09-21,Mid-Market,North America,46662,15,39662.7,55,Won,
DEAL00443,REP013,2024-10-23,Mid-Market,North America,40372,0,40372.0,41,Won,
DEAL00444,REP013,2025-06-04,Mid-Market,North America,73481,10,66132.9,75,Won,
DEAL00445,REP013,2025-08-15,Mid-Market,North America,31858,15,27079.3,67,Lost,Poor Fit
DEAL00446,REP013,2024-08-23,Mid-Market,North America,72458,5,68835.1,62,Lost,Competitor
DEAL00447,REP013,2025-08-28,Mid-Market,North America,77669,0,77669.0,66,Won,
DEAL00448,REP013,2025-04-19,Mid-Market,North America,76993,5,73143.35,59,Lost,Timing
DEAL00449,REP013,2024-08-27,Mid-Market,North America,33539,15,28508.15,71,Won,
DEAL00450,REP013,2024-08-04,Mid-Market,North America,55624,25,41718.0,56,Lost,Price
DEAL00451,REP013,2025-08-21,Mid-Market,North America,88797,5,84357.15,80,Lost,Price
DEAL00452,REP013,2024-02-05,Mid-Market,North America,71326,0,71326.0,38,Lost,Price
DEAL00453,REP013,2025-10-12,Mid-Market,North America,67719,0,67719.0,68,Lost,Price
DEAL00454,REP013,2025-05-06,Mid-Market,North America,37121,25,27840.75,64,Lost,Competitor
DEAL00455,REP013,2025-03-15,Mid-Market,North America,97240,15,82654.0,45,Lost,Competitor
DEAL00456,REP013,2024-02-18,Mid-Market,North America,93149,5,88491.55,61,Won,
DEAL00457,REP013,2024-12-24,Mid-Market,North America,28515,10,25663.5,49,Won,
DEAL00458,REP013,2025-10-14,Mid-Market,North America,74979,10,67481.1,76,Won,
DEAL00459,REP013,2025-09-11,Mid-Market,North America,33302,20,26641.6,27,Lost,Competitor
DEAL00460,REP013,2025-08-28,Mid-Market,North America,31457,15,26738.45,41,Lost,No Decision
DEAL00461,REP013,2025-09-01,Mid-Market,North America,32664,5,31030.8,59,Lost,Price
DEAL00462,REP013,2024-02-24,Mid-Market,North America,99944,15,84952.4,55,Won,
DEAL00463,REP013,2025-05-22,Mid-Market,North America,69440,15,59024.0,87,Won,
DEAL00464,REP013,2025-04-22,Mid-Market,North America,31565,15,26830.25,81,Lost,Price
DEAL00465,REP013,2024-03-18,Mid-Market,North America,45128,10,40615.2,51,Won,
DEAL00466,REP013,2025-08-31,Mid-Market,North America,44547,0,44547.0,80,Lost,Price
DEAL00467,REP013,2024-04-08,Mid-Market,North America,27606,15,23465.1,84,Won,
DEAL00468,REP013,2025-06-05,Mid-Market,North America,57400,20,45920.0,61,Won,
DEAL00469,REP013,2024-01-15,Mid-Market,North America,71612,10,64450.8,61,Won,
DEAL00470,REP013,2025-05-06,Mid-Market,North America,83951,10,75555.9,77,Won,
DEAL00471,REP013,2024-05-31,Mid-Market,North America,42175,5,40066.25,61,Lost,Competitor
DEAL00472,REP013,2024-12-16,Mid-Market,North America,93513,0,93513.0,66,Lost,No Decision
DEAL00473,REP013,2025-11-11,Mid-Market,North America,80598,25,60448.5,45,Lost,Timing
DEAL00474,REP013,2025-06-23,Mid-Market,North America,56276,5,53462.2,42,Won,
DEAL00475,REP013,2025-01-24,Mid-Market,North America,51714,5,49128.3,99,Won,
DEAL00476,REP013,2025-05-14,Mid-Market,North America,72836,5,69194.2,40,Lost,Timing
DEAL00477,REP013,2024-05-02,Mid-Market,North America,67723,20,54178.4,52,Won,
DEAL00478,REP013,2025-03-18,Mid-Market,North America,28447,5,27024.65,99,Lost,No Decision
DEAL00479,REP013,2025-09-25,Mid-Market,North America,92471,10,83223.9,46,Lost,Missing Feature
DEAL00480,REP013,2024-05-25,Mid-Market,North America,90365,20,72292.0,87,Lost,Competitor
DEAL00481,REP013,2025-08-08,Mid-Market,North America,69297,5,65832.15,57,Lost,Competitor
DEAL00482,REP013,2024-05-21,Mid-Market,North America,42316,0,42316.0,59,Won,
DEAL00483,REP014,2025-06-14,SMB,EMEA,16103,0,16103.0,33,Lost,No Decision
DEAL00484,REP014,2024-11-05,SMB,EMEA,11962,0,11962.0,33,Lost,Competitor
DEAL00485,REP014,2025-05-14,SMB,EMEA,7479,0,7479.0,25,Lost,Timing
DEAL00486,REP014,2024-07-04,SMB,EMEA,23288,5,22123.6,16,Lost,Timing
DEAL00487,REP014,2024-02-20,SMB,EMEA,16561,10,14904.9,25,Won,
DEAL00488,REP014,2025-05-20,SMB,EMEA,20182,0,20182.0,26,Lost,No Decision
DEAL00489,REP014,2025-03-21,SMB,EMEA,6082,5,5777.9,39,Won,
DEAL00490,REP014,2025-07-20,SMB,EMEA,17008,0,17008.0,24,Lost,Price
DEAL00491,REP014,2025-06-21,SMB,EMEA,12960,5,12312.0,39,Won,
DEAL00492,REP014,2024-01-09,SMB,EMEA,10700,10,9630.0,36,Lost,Timing
DEAL00493,REP014,2025-10-07,SMB,EMEA,16047,20,12837.6,31,Lost,Price
DEAL00494,REP014,2024-01-12,SMB,EMEA,10309,0,10309.0,28,Lost,Missing Feature
DEAL00495,REP014,2025-10-16,SMB,EMEA,18671,0,18671.0,24,Lost,Competitor
DEAL00496,REP014,2025-03-16,SMB,EMEA,8217,15,6984.45,39,Lost,Timing
DEAL00497,REP014,2025-09-16,SMB,EMEA,22903,20,18322.4,34,Lost,Missing Feature
DEAL00498,REP014,2024-12-04,SMB,EMEA,6781,5,6441.95,29,Won,
DEAL00499,REP014,2024-08-06,SMB,EMEA,20958,0,20958.0,43,Lost,Price
DEAL00500,REP014,2024-05-27,SMB,EMEA,15929,0,15929.0,22,Won,
DEAL00501,REP014,2025-03-04,SMB,EMEA,17069,5,16215.55,9,Lost,No Decision
DEAL00502,REP014,2025-03-25,SMB,EMEA,23975,0,23975.0,38,Lost,No Decision
DEAL00503,REP014,2025-07-08,SMB,EMEA,7861,5,7467.95,31,Lost,Missing Feature
DEAL00504,REP014,2025-06-03,SMB,EMEA,15310,5,14544.5,28,Lost,No Decision
DEAL00505,REP014,2025-07-03,SMB,EMEA,14680,10,13212.0,29,Won,
DEAL00506,REP014,2025-11-28,SMB,EMEA,14634,20,11707.2,39,Won,
DEAL00507,REP014,2025-12-26,SMB,EMEA,7490,0,7490.0,29,Lost,Poor Fit
DEAL00508,REP014,2025-12-05,SMB,EMEA,13689,0,13689.0,21,Lost,Competitor
DEAL00509,REP014,2024-12-16,SMB,EMEA,23300,15,19805.0,30,Lost,Timing
DEAL00510,REP014,2025-09-04,SMB,EMEA,22754,5,21616.3,39,Lost,Timing
DEAL00511,REP014,2025-06-13,SMB,EMEA,19707,10,17736.3,17,Won,
DEAL00512,REP014,2024-09-27,SMB,EMEA,20059,10,18053.1,21,Lost,Competitor
DEAL00513,REP014,2025-04-07,SMB,EMEA,23862,25,17896.5,17,Won,
DEAL00514,REP014,2025-10-28,SMB,EMEA,22077,0,22077.0,17,Lost,Timing
DEAL00515,REP014,2025-05-27,SMB,EMEA,7268,5,6904.6,32,Lost,Missing Feature
DEAL00516,REP014,2025-11-30,SMB,EMEA,17979,5,17080.05,40,Lost,No Decision
DEAL00517,REP015,2025-09-15,SMB,EMEA,7765,20,6212.0,24,Lost,Price
DEAL00518,REP015,2024-03-21,SMB,EMEA,19362,0,19362.0,32,Won,
DEAL00519,REP015,2024-04-01,SMB,EMEA,7822,5,7430.9,24,Lost,Poor Fit
DEAL00520,REP015,2024-12-07,SMB,EMEA,6082,5,5777.9,22,Lost,Price
DEAL00521,REP015,2025-09-16,SMB,EMEA,13967,15,11871.95,27,Lost,Competitor
DEAL00522,REP015,2025-02-15,SMB,EMEA,5244,0,5244.0,25,Won,
DEAL00523,REP015,2024-01-17,SMB,EMEA,18698,5,17763.1,45,Lost,Price
DEAL00524,REP015,2025-05-02,SMB,EMEA,5944,10,5349.6,41,Lost,Competitor
DEAL00525,REP015,2025-02-13,SMB,EMEA,13369,10,12032.1,33,Won,
DEAL00526,REP015,2024-03-22,SMB,EMEA,18262,5,17348.9,28,Lost,Price
DEAL00527,REP015,2024-01-10,SMB,EMEA,8145,0,8145.0,23,Lost,Competitor
DEAL00528,REP015,2025-10-10,SMB,EMEA,24014,10,21612.6,10,Won,
DEAL00529,REP015,2025-01-04,SMB,EMEA,10930,0,10930.0,29,Lost,Price
DEAL00530,REP015,2025-12-02,SMB,EMEA,7060,15,6001.0,43,Lost,Price
DEAL00531,REP015,2024-04-13,SMB,EMEA,7780,0,7780.0,28,Lost,Missing Feature
DEAL00532,REP015,2024-08-31,SMB,EMEA,9297,10,8367.3,39,Lost,Price
DEAL00533,REP015,2025-06-14,SMB,EMEA,21820,10,19638.0,28,Lost,Timing
DEAL00534,REP015,2025-11-19,SMB,EMEA,17204,10,15483.6,25,Lost,Poor Fit
DEAL00535,REP015,2024-06-02,SMB,EMEA,16640,15,14144.0,29,Won,
DEAL00536,REP015,2024-07-22,SMB,EMEA,13990,10,12591.0,30,Lost,Competitor
DEAL00537,REP015,2024-09-28,SMB,EMEA,24644,5,23411.8,27,Won,
DEAL00538,REP015,2024-01-09,SMB,EMEA,12810,0,12810.0,7,Lost,Timing
DEAL00539,REP015,2024-03-24,SMB,EMEA,22480,5,21356.0,7,Lost,Missing Feature
DEAL00540,REP015,2024-07-21,SMB,EMEA,5679,10,5111.1,33,Lost,Price
DEAL00541,REP015,2024-11-11,SMB,EMEA,10734,0,10734.0,39,Lost,Price
DEAL00542,REP015,2025-11-09,SMB,EMEA,7542,0,7542.0,25,Lost,Price
DEAL00543,REP015,2025-02-25,SMB,EMEA,18647,0,18647.0,20,Lost,Timing
DEAL00544,REP015,2025-03-14,SMB,EMEA,10028,10,9025.2,17,Lost,Missing Feature
DEAL00545,REP015,2024-07-10,SMB,EMEA,12111,5,11505.45,33,Lost,No Decision
DEAL00546,REP016,2024-04-26,SMB,EMEA,14765,0,14765.0,23,Lost,Price
DEAL00547,REP016,2025-05-12,SMB,EMEA,24236,10,21812.4,38,Lost,Budget Cut
DEAL00548,REP016,2024-12-25,SMB,EMEA,21819,0,21819.0,31,Lost,Missing Feature
DEAL00549,REP016,2025-08-14,SMB,EMEA,23645,10,21280.5,8,Lost,Missing Feature
DEAL00550,REP016,2024-09-17,SMB,EMEA,24175,10,21757.5,30,Won,
DEAL00551,REP016,2024-02-05,SMB,EMEA,20472,0,20472.0,28,Lost,Poor Fit
DEAL00552,REP016,2025-12-14,SMB,EMEA,9112,25,6834.0,33,Won,
DEAL00553,REP016,2025-02-05,SMB,EMEA,21882,10,19693.8,24,Lost,No Decision
DEAL00554,REP016,2025-06-05,SMB,EMEA,8206,15,6975.1,28,Lost,Price
DEAL00555,REP016,2025-10-05,SMB,EMEA,22890,5,21745.5,45,Won,
DEAL00556,REP016,2025-04-16,SMB,EMEA,6171,10,5553.9,11,Lost,Timing
DEAL00557,REP016,2024-05-20,SMB,EMEA,11209,10,10088.1,26,Won,
DEAL00558,REP016,2024-12-26,SMB,EMEA,12200,0,12200.0,39,Won,
DEAL00559,REP016,2024-03-11,SMB,EMEA,6810,15,5788.5,53,Won,
DEAL00560,REP016,2024-01-05,SMB,EMEA,10605,10,9544.5,33,Won,
DEAL00561,REP016,2025-03-14,SMB,EMEA,17644,20,14115.2,19,Won,
DEAL00562,REP016,2024-08-23,SMB,EMEA,12282,5,11667.9,35,Won,
DEAL00563,REP016,2024-05-21,SMB,EMEA,6073,0,6073.0,7,Lost,Budget Cut
DEAL00564,REP016,2024-04-06,SMB,EMEA,14321,20,11456.8,24,Lost,Missing Feature
DEAL00565,REP016,2025-06-03,SMB,EMEA,16458,5,15635.1,39,Lost,Competitor
DEAL00566,REP016,2024-11-04,SMB,EMEA,15796,5,15006.2,32,Lost,Competitor
DEAL00567,REP016,2025-10-03,SMB,EMEA,9784,0,9784.0,23,Lost,Price
DEAL00568,REP016,2025-04-11,SMB,EMEA,13522,10,12169.8,36,Lost,Competitor
DEAL00569,REP016,2024-08-15,SMB,EMEA,24361,20,19488.8,34,Lost,Competitor
DEAL00570,REP016,2025-04-24,SMB,EMEA,23909,20,19127.2,32,Won,
DEAL00571,REP016,2025-11-25,SMB,EMEA,18989,0,18989.0,17,Lost,Price
DEAL00572,REP016,2024-11-03,SMB,EMEA,9087,10,8178.3,14,Won,
DEAL00573,REP016,2024-11-21,SMB,EMEA,10539,10,9485.1,22,Lost,No Decision
DEAL00574,REP016,2024-09-16,SMB,EMEA,5183,10,4664.7,15,Won,
DEAL00575,REP016,2025-09-18,SMB,EMEA,16332,5,15515.4,39,Lost,Timing
DEAL00576,REP016,2025-01-05,SMB,EMEA,18294,10,16464.6,29,Lost,Competitor
DEAL00577,REP016,2024-11-08,SMB,EMEA,17498,0,17498.0,14,Won,
DEAL00578,REP016,2025-06-05,SMB,EMEA,13526,10,12173.4,37,Lost,Missing Feature
DEAL00579,REP016,2025-09-10,SMB,EMEA,23584,5,22404.8,34,Lost,Poor Fit
DEAL00580,REP016,2024-02-19,SMB,EMEA,17438,10,15694.2,31,Won,
DEAL00581,REP016,2024-09-08,SMB,EMEA,10232,0,10232.0,28,Lost,Price
DEAL00582,REP016,2024-05-26,SMB,EMEA,12814,0,12814.0,40,Lost,Price
DEAL00583,REP016,2024-11-28,SMB,EMEA,24467,15,20796.95,32,Lost,Poor Fit
DEAL00584,REP016,2024-06-18,SMB,EMEA,21058,10,18952.2,28,Lost,Missing Feature
DEAL00585,REP016,2024-02-10,SMB,EMEA,24105,0,24105.0,43,Won,
DEAL00586,REP016,2025-06-13,SMB,EMEA,12008,20,9606.4,29,Lost,No Decision
DEAL00587,REP016,2025-01-16,SMB,EMEA,14711,15,12504.35,34,Lost,Missing Feature
DEAL00588,REP016,2024-12-13,SMB,EMEA,11608,0,11608.0,22,Lost,Timing
DEAL00589,REP016,2024-02-22,SMB,EMEA,10272,0,10272.0,58,Won,
DEAL00590,REP016,2024-08-05,SMB,EMEA,17225,15,14641.25,38,Won,
DEAL00591,REP016,2025-02-23,SMB,EMEA,9385,5,8915.75,28,Lost,Timing
DEAL00592,REP016,2024-02-05,SMB,EMEA,17268,0,17268.0,19,Lost,Timing
DEAL00593,REP016,2025-12-16,SMB,EMEA,23280,5,22116.0,26,Won,
DEAL00594,REP017,2024-03-08,Mid-Market,APAC,87014,20,69611.2,23,Won,
DEAL00595,REP017,2024-07-25,Mid-Market,APAC,70538,20,56430.4,10,Lost,Poor Fit
DEAL00596,REP017,2024-05-19,Mid-Market,APAC,79210,20,63368.0,89,Lost,Missing Feature
DEAL00597,REP017,2025-04-29,Mid-Market,APAC,62996,10,56696.4,57,Won,
DEAL00598,REP017,2025-01-16,Mid-Market,APAC,25020,20,20016.0,67,Lost,Poor Fit
DEAL00599,REP017,2025-01-24,Mid-Market,APAC,93173,5,88514.35,57,Lost,Missing Feature
DEAL00600,REP017,2025-04-23,Mid-Market,APAC,40065,15,34055.25,70,Lost,Competitor
DEAL00601,REP017,2025-09-16,Mid-Market,APAC,62851,0,62851.0,63,Won,
DEAL00602,REP017,2024-01-22,Mid-Market,APAC,55194,0,55194.0,46,Lost,Timing
